Project name,Classname,Line,Bugyy code,Fixed code,Type,Ratio (FL),Bug Type,,Fixed,Context,,Th“?ng kˆ,,
81245,Board,(47-47;49-54),"
","
    /**
     * remove piece at x,y.
     * @param x coordinates x.
     * @param y coordinates y.
     */
",INSERT,null,,,NO,,,,,
80745,Move,(50-52;50-51),"        char add1 = (char) (this.endY + '0');
        ans += add + add1;
        return ans;
","        char add1 = (char) (this.endY + '0');
        return ans + add + add1;
",REPLACE,0.35355338,,,NO,,,,,
80732,Move,(48-50;48-50),"        String ans = movedPiece.getColor() + ""-"" + movedPiece.getSymbol();
        char add = (char) (movedPiece.getCoordinatesX() - 1 + 'a');
        char add1 = (char) (movedPiece.getCoordinatesY() + '0');
","        String ans = movedPiece.getColor() + ""-"" + movedPiece.getSymbol();
        char add = (char) (this.endX - 1 + 'a');
        char add1 = (char) (this.endY + '0');
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
80732,Rook,(27-27;27-30),"    public boolean canMove(Board board, int x, int y) {
","    public boolean canMove(Board board, int x, int y) {
        if (this.getCoordinatesX() != x && this.getCoordinatesY() != y) {
            return false;
        }
",INSERT,null,ADD_CONDITION,,YES,,,,,
80723,Board,(11-11;14-18),"
","
    /**
     *  .
     * @param newPiece .
     */
",INSERT,0.35355338,,,NO,,,,,
80723,Board,(18-18;25-31),"
","
    /**
     *  .
     * @param x .
     * @param y .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Board,(25-25;38-43),"
","
    /**
     *  .
     * @param x .
     * @param y .
     */
",INSERT,null,,,NO,,,,,
80723,Board,(34-34;52-56),"
","
    /**
     *  .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Board,(38-38;60-64),"
","
    /**
     *  .
     * @param pieces .
     */
",INSERT,null,,,NO,,,,,
80723,Board,(42-42;68-74),"
","
    /**
     *  .
     * @param x .
     * @param y .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(5-5;5-10),"
","
    /**
     *  .
     * @param coordinatesX .
     * @param coordinatesY .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(11-11;16-22),"
","
    /**
     *  .
     * @param coordinatesX .
     * @param coordinatesY .
     * @param color .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(17-17;28-32),"
","
    /**
     *  .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(21-21;36-40),"
","
    /**
     *  .
     * @param coordinatesX .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(25-25;44-48),"
","
    /**
     *  .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(29-29;52-56),"
","
    /**
     *  .
     * @param coordinatesY .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(33-33;60-64),"
","
    /**
     *  .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Piece,(37-37;68-72),"
","
    /**
     *  .
     * @param color .
     */
",INSERT,null,,,NO,,,,,
80723,Move,(8-8;8-16),"
","
    /**
     *  .
     * @param startX .
     * @param endX .
     * @param startY .
     * @param endY .
     * @param movedPiece .
     */
",INSERT,null,,,NO,,,,,
80723,Move,(16-16;24-33),"
","
    /**
     *  .
     * @param startX .
     * @param endX .
     * @param startY .
     * @param endY .
     * @param movedPiece .
     * @param killedPiece .
     */
",INSERT,null,,,NO,,,,,
80723,Move,(25-25;42-46),"
","
    /**
     *  .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Move,(27-29;48-50),"        String ans = movedPiece.getColor() + ""-"" + movedPiece.getSymbol();
        char add = (char) (movedPiece.getCoordinatesX() - 1 + 'a');
        char add1 = (char) (movedPiece.getCoordinatesY() + '0');
","        String ans = movedPiece.getColor() + ""-"" + movedPiece.getSymbol();
        char add = (char) (this.endX - 1 + 'a');
        char add1 = (char) (this.endY + '0');
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
80723,Move,(32-32;53-57),"
","
    /**
     *  .
     * @return .
     */
",INSERT,null,,,NO,,,,,
80723,Rook,(5-5;10-16),"
","
    /**
     *  .
     * @param coordinatesX .
     * @param coordinatesY .
     * @param color .
     */
",INSERT,null,,,NO,,,,,
84009,Move,(120-122;120-122),"    public String toString() {
        char a = (char) (endX + 96);
        String s = String.valueOf(a);
","    public String toString() {
        char init = (char) (endX + 96);
        String s = String.valueOf(init);
",REPLACE,0.35355338,,,NO,,,,,
84009,Move,(123-124;123-124),"        s += String.valueOf(endY);
        return movedPiece.getColor() + "" "" + movedPiece.getSymbol() + s;
","        s += String.valueOf(endY);
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + s;
",REPLACE,0.35355338,,,NO,,,,,
80716,Board,(19-19;19-23),"
","
    /**
     * cmt.
     *
     */
",INSERT,null,,,NO,,,,,
81357,Board,(24-24;24-27),"
","
    /**
     * Add piece to list.
     */
",INSERT,null,,,NO,,,,,
81356,Move,(9-9;9-12),"
","
    /**
     * Move.
     */
",INSERT,null,,,NO,,,,,
81356,Move,(17-17;20-23),"
","
    /**
     * Move.
     */
",INSERT,0.35355338,,,NO,,,,,
81356,Move,(76-77;82-83),"    public String toString() {
        String endXinString = String.valueOf((char) (endX + 95));
","    public String toString() {
        String endXinString = String.valueOf((char) (endX + 96));
",REPLACE,0.35355338,CHANGE_OPERATOR,,YES,,,,,
80776,Move,(0-0;0-2),,"import java.nio.channels.Pipe;

",INSERT,0.35355338,,,NO,,,,,
80776,Move,(84-85;86-87),"        String indexX = null;
        switch (movedPiece.getCoordinatesX()) {
","        String indexX = null;
        switch (this.getEndX()) {
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
80776,Move,(109-109;111-112),"                break;
","                break;
            default:
",INSERT,null,,,NO,,,,,
80776,Move,(110-112;113-115),"        }
        return ""`"" + movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + indexX
                + String.valueOf(movedPiece.getCoordinatesY()) + ""`"";
","        }
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + indexX
                + String.valueOf(this.getEndY());
",REPLACE,0.35355338,REPLACE_VAR,,YES,,,,,
80776,Move,(113-113;116-117),"    }
","    }

",INSERT,null,,,NO,,,,,
80776,Piece,(0-0;0-1),,"
",INSERT,null,,,NO,,,,,
80776,Piece,(8-8;9-16),"     */
","     */
    public Piece() {
    }


    /**
     * phuong thuc khoi tao.
     */
",INSERT,null,,,NO,,,,,
80770,Move,(84-93;86-112),"        String indexX = null;
        switch (movedPiece.getCoordinatesX()) {
            case 1 : indexX = ""a""; break;
            case 2 : indexX = ""b""; break;
            case 3 : indexX = ""c""; break;
            case 4 : indexX = ""d""; break;
            case 5 : indexX = ""e""; break;
            case 6 : indexX = ""f""; break;
            case 7 : indexX = ""g""; break;
            case 8 : indexX = ""h""; break;
","        String indexX = null;
        switch (this.getEndX()) {
            case 1 :
                indexX = ""a"";
                break;
            case 2 :
                indexX = ""b"";
                break;
            case 3 :
                indexX = ""c"";
                break;
            case 4 :
                indexX = ""d"";
                break;
            case 5 :
                indexX = ""e"";
                break;
            case 6 :
                indexX = ""f"";
                break;
            case 7 :
                indexX = ""g"";
                break;
            case 8 :
                indexX = ""h"";
                break;
            default:
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
80770,Move,(94-95;113-115),"        }
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + indexX + movedPiece.getCoordinatesY();
","        }
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + indexX
                + String.valueOf(this.getEndY());
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
80770,Move,(96-96;116-117),"    }
","    }

",INSERT,null,,,NO,,,,,
81171,Move,(36-37;36-37),"        return movedPiece.getColor() + '-' + movedPiece.getSymbol()
                + (char) (movedPiece.getCoordinatesX() - 1 + 'a') + movedPiece.getCoordinatesY();
","        return movedPiece.getColor() + '-' + movedPiece.getSymbol()
                + (char) (endX - 1 + 'a') + endY;
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
80699,Rook,(41-41;41-42),"            if (destY < thisY) {
","            if (destY < thisY) {
                thisY--;
",INSERT,null,INSERT_CODE,,YES,,,,,
82765,Board,(7-7;7-8),"
","
    /** Add piece into the board. */
",INSERT,null,,,NO,,,,,
82765,Board,(13-13;14-15),"
","
    /** Check validate position. */
",INSERT,null,,,NO,,,,,
82765,Board,(17-17;19-20),"
","
    /** Remove piece at position (x, y) from the board. */
",INSERT,0.35355338,,,NO,,,,,
82763,Board,(11-11;14-15),"
","
    /** Check validate position. */
",INSERT,null,,,NO,,,,,
82763,Board,(15-15;19-20),"
","
    /** Remove piece at position (x, y) from the board. */
",INSERT,null,,,NO,,,,,
82763,Board,(20-20;25-26),"
","
    /** Get piece at position x, y. */
",INSERT,null,,,NO,,,,,
82758,Piece,(5-5;5-6),"
","
    /** Constructor. */
",INSERT,null,,,NO,,,,,
82758,Piece,(11-11;12-13),"
","
    /** Constructor. */
",INSERT,null,,,NO,,,,,
82758,Piece,(44-44;46-47),"
","
    /** Check valid position. */
",INSERT,null,,,NO,,,,,
82758,Move,(8-8;8-9),"
","
    /** Constructor. */
",INSERT,null,,,NO,,,,,
82758,Move,(17-17;18-19),"
","
    /** Constructor. */
",INSERT,null,,,NO,,,,,
82758,Move,(26-27;28-29),"        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol()
                + (""a"" + (endX - 1)).toString() + endY;
","        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol()
                + (char) ('a' + (endX - 1)) + endY;
",REPLACE,0.35355338,CONVERT,,YES,,,,,
81734,Move,(34-35;34-35),"    public String toString() {
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + columns[endY] + endX;
","    public String toString() {
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + columns[endX] + endY;
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
81717,Board,(11-11;11-14),"
","
    /**
     * add a new piece to the board.
     */
",INSERT,0.35355338,,,NO,,,,,
81717,Board,(25-25;28-31),"
","
    /**
     * return the piece at given position.
     */
",INSERT,null,,,NO,,,,,
81717,Board,(38-38;44-47),"
","
    /**
     * remove the piece at given position.
     */
",INSERT,null,,,NO,,,,,
81717,Piece,(9-9;9-12),"
","
    /**
     * initialize method.
     */
",INSERT,null,,,NO,,,,,
81717,Piece,(15-15;18-21),"
","
    /**
     * initialize method.
     */
",INSERT,null,,,NO,,,,,
81717,Move,(17-17;20-23),"
","
    /**
     * initialize method.
     */
",INSERT,null,,,NO,,,,,
81717,Move,(28-29;34-35),"    public String toString() {
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + columns[endY] + endX;
","    public String toString() {
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + columns[endX] + endY;
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
81717,Bishop,(5-5;5-8),"
","
    /**
     * initialize method.
     */
",INSERT,null,,,NO,,,,,
81831,Board,(80-80;67-85),"    }
","    }

    /**
     * Tra ve false neu o co do da co quan co khac.
     * @param x q?e
     * @param y q?e
     * @return q?e
     */
    public boolean locationPlaced(int x, int y) {
        for (int i = 0; i < pieces.size(); i++) {
            if (pieces.get(i).getCoordinatesX() == x
                    && pieces.get(i).getCoordinatesY() == y) {
                return false;
            }
        }
        return true;
    }


",INSERT,null,INSERT_CODE,,YES,,,,,
81815,Board,(75-75;67-85),"    }
","    }

    /**
     * Tra ve false neu o co do da co quan co khac.
     * @param x q?e
     * @param y q?e
     * @return q?e
     */
    public boolean locationPlaced(int x, int y) {
        for (int i = 0; i < pieces.size(); i++) {
            if (pieces.get(i).getCoordinatesX() == x
                    && pieces.get(i).getCoordinatesY() == y) {
                return false;
            }
        }
        return true;
    }


",INSERT,null,INSERT_CODE,,YES,,,,,
84513,Board,(11-11;11-15),"
","
    /**
     * to add pieces.
     * @param piece  dfs
     */
",INSERT,null,,,NO,,,,,
84513,Board,(18-18;22-28),"
","
    /**
     *  to check valid place in board.
     * @param x fd
     * @param y df
     * @return df
     */
",INSERT,null,,,NO,,,,,
84513,Board,(25-25;35-40),"
","
    /**
     * remove chess at x, y.
     * @param x df
     * @param y df
     */
",INSERT,null,,,NO,,,,,
84513,Board,(29-29;44-50),"
","
    /**
     * sd.
     * @param x sd
     * @param y sd
     * @return piece at x, y.
     */
",INSERT,null,,,NO,,,,,
84513,Piece,(9-9;9-14),"
","
    /**
     * ham khoi tao 2 tham so.
     * @param coordinatesX df
     * @param coordinatesY df
     */
",INSERT,null,,,NO,,,,,
84513,Piece,(14-14;19-25),"
","
    /**
     * ham khoi tao 3 tham so.
     * @param coordinatesX sd
     * @param coordinatesY df
     * @param color df
     */
",INSERT,null,,,NO,,,,,
84513,Move,(13-13;13-21),"
","
    /**
     * ham khoi tao 5 tham so.
     * @param startX df
     * @param startY df
     * @param endX df
     * @param endY df
     * @param movedPiece df
     */
",INSERT,null,,,NO,,,,,
84513,Move,(21-21;29-38),"
","
    /**
     * ham khoi tao 6 tham so.
     * @param startX df
     * @param startY df
     * @param endX df
     * @param endY df
     * @param movedPiece df
     * @param killedPiece df
     */
",INSERT,null,,,NO,,,,,
84513,Move,(32-33;49-50),"    public String toString() {
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + column[endX] + endY;
","    public String toString() {
        return movedPiece.getColor() + ""-"" + movedPiece.getSymbol() + column[endX - 1] + endY;
",REPLACE,0.35355338,REPLACE_VAR,,YES,CLASS,,,,
,,,,,,,CHANGE_OPERATOR,,YES,,,,,
81732,Board,(65-65;67-85),"    }
","    }

    /**
     * Tra ve false neu o co do da co quan co khac.
     * @param x q?e
     * @param y q?e
     * @return q?e
     */
    public boolean locationPlaced(int x, int y) {
        for (int i = 0; i < pieces.size(); i++) {
            if (pieces.get(i).getCoordinatesX() == x
                    && pieces.get(i).getCoordinatesY() == y) {
                return false;
            }
        }
        return true;
    }


",INSERT,null,INSERT_CODE,,YES,,,,,
81711,Board,(24-24;35-50),"
","
    /**
     * remove chess at x, y.
     * @param x df
     * @param y df
     */
    public void removeAt(int x, int y) {
        pieces.remove(getAt(x, y));
    }

    /**
     * sd.
     * @param x sd
     * @param y sd
     * @return piece at x, y.
     */
",INSERT,null,,,NO,,,,,
81711,Board,(49-49;67-85),"    }
","    }

    /**
     * Tra ve false neu o co do da co quan co khac.
     * @param x q?e
     * @param y q?e
     * @return q?e
     */
    public boolean locationPlaced(int x, int y) {
        for (int i = 0; i < pieces.size(); i++) {
            if (pieces.get(i).getCoordinatesX() == x
                    && pieces.get(i).getCoordinatesY() == y) {
                return false;
            }
        }
        return true;
    }


",INSERT,null,INSERT_CODE,,YES,,,,,
81696,Board,(15-15;15-21),"
","
    /**
     * check whether coordinate is valid.
     * @param x coordinatesX
     * @param y coordinatesY
     * @return this coordinate is valid or not
     */
",INSERT,null,,,NO,,,,,
81696,Board,(21-21;27-31),"
","
    /**
     * add new piece.
     * @param piece new piece to add
     */
",INSERT,0.35355338,,,NO,,,,,
81696,Board,(35-35;45-51),"
","
    /**
     * get piece in this coordinate of board.
     * @param x coordinateX
     * @param y coordinateY
     * @return piece in this coordinate
     */
",INSERT,null,,,NO,,,,,
